text,label
I declare war on Isis as well I will get one or more of you motherfuckers I swear this by God You are in my community and you are proud but you will spill blood by my hand and others Moderate muslims be warned to distance yourselves from the hateful extremists amongst you or you may die with them,1
Google steals info of their users,1
The President of the United States should protect the Legal Citizens of the United States first foremost and before all others Thats what Trump has promised to do Why do so many people find fault with this ?,0
Indian men are rapist idiots!,1
Not sure that syrian govt is the first to blame Because they did have that much problems before our nice stupid govteuropean and american as leader decide give those people freedom or it s better to say our view of freedoma freedom that we dont want But yes it s easier to blame syrian government,1
That is untrue Google search relisha her name relisha rudd turms up many articles And you can go onto FBI stats for missing persons every year Yes certain cases seem to get a lot pf media attention Its usually circumstances though not race In Natalie Holloways case she vanished while on a high school trip in a foreign country Her suspected killer walked and killed another girl later her parents were very active in her case and made numerous media outlets twll their story In the case of Chandry Levy also a top Google serch was killed by her scumbag boyfriend politician and he got away with it In the case of Relisha The last day she was seen 22614 She was not reported missing until 3114 On 32514 FBI offers 25k reward Relisha disappeared and the people she was with the janitor amd his wife sold her Her mother sold her to the janitor Sex trafficking is real and more kids disappear from homeless shelters through CPS churches and the very organizations established to protect them than are even reported In other countries parents sell kids to pay debts It is similar here but not discussed Remember some one has to report a child missing first Children run away from Foster Care and a parent wont report them missing so they can still collect a check for them We live in a sick world yes independent sick people commit horrible acts But the bigger problem and the larger numbers of kids missing are those that society never hears about We dont want to face the fact that churches sell children We dont want to admit that pizzagate is real I conclude by saying that any child missing should hold the highest priority in our police force and in our community But they are not Who is still looking for Relisha? Even the Holloways and Levy family have had to hire PI and do their own research and yet they still have no answers no justice,0
This is not about this one incident STOP there has been systemic racism in france and all over the world as an outsider These protest in franceSACa and so on Is due to goverments not caring about our communitieseducation or healthcare,1
Why don t you take them seeing it s all your fault they are here anyway you piece of shit american scum,1
Basically that man is saying publicly I have a tiny peen and Im really angry about it! Racism baffles me If you take all the water from the oceans we are all on the same plot of land Cut anyone open and the same stuff comes out Youre literally too stupid to rightfully exist if you believe one skin colour is more worthy than another And if youre proud to be racist youre welcome to lie in the middle of a busy road,1
FUCK YOU LEFTISTS Pure propaganda! This will be mentioned in history books how european governments have united to kill their own people in the name of political correctness Unbelievable,1
AJ is the biggiest joke out there i would rather take my news from buzzfeed then from this crappy one sided news outlet,1
The white man has had his day and now its coming to an end just like ALL of the other oppressors in times pasteven racist bill oreiley recognizes ithe said that their is an attack on the white establishmentwell what did you think was going to happen when the entire world of people of color in some way shape or form has been affected by the evil acts of the white racethe romans were the same wayblood thirsty greedy terrorist,1
AJ is a conflict mongering channel It is meant to cause uproar in the USA It is a kind of modern day warfare fakeinfo war It is biased and highly simplistic,1
all four palestinians were terrorists Viva la Israel aj would makes hitlers propaganda team proud slandering the jews almost as well as hitler and all you stupid antisemite muslims in the comments stop watching this crap its detrimental to your sanity almost as bad as the young turks,1
resist does not equal death freedom of speech is protected by the Constitution,0
Love all the victim blaming comments Tell me more about how a billionaire sociopath full of death threats keeping you locked and tied up to repeatedly rape you a child would give you any sense of safety power or authority to speak out publicly or to report it to the police Tell me more about strong you are and how you know what its like to walk in the victims shoes and live the terror of her trauma and the fear of her family being murdered Fucking rape apologists,1
Leader of fake news Satans real son,1
FUCK YOU TO ALL WHITES RACIST THAT DISLIKE THIS VIDEO OBVIOUSLY THESE ARE WHITE CANADIANS THE SAME THAT COMPLAINTS THAT EMIGRANTS DONT WANNA INTEGRATE IN THE WHITE CANADIAN SOCIETY WHEN THIS WHITES ARE THE ONES THAT DONT LET YOU INTEGRATE THEIR SOCIETY ONE THING IS SAYING BE PART OF THE CANADIAN COMMUNITY BUT ANOTHER THING IS REALLY ACCEPTING IMMIGRANTS IN THEIR SOCIETY WHICH THEY DONT DO AT LEAST MOST OF THEM BUT THANKS BIG TIME TO THOSE WHITE CANADIAN THAT REALLY BECOME OUR FRIENDS AND GOD BLESS YOU AND PLEASE HAVE THE SECURITY THAT ANY TIME YOU NEED OUR HELP YOU WILL GET IT 100 THANK YOU TO ALL WHITE PEOPLE THAT ARENT FUCK1NG RACIST BUT THE ONES THAT ARE FCK Y0,1
the flag is a part of HISTORY,0
I am not afraid of feminism I just hate it and theres a growing group of people that agree with me I agree with true gender equality and just because I say I believe in gender equality and that Im not a feminist doesnt mean I dont know what feminism is Saying that is bigoted on a level I cant even begin to explain Youre telling me that the only possible reason I could not want to be a feminist is that I dont know what it means? So I guess I cant think for myself or come to my own conclusions based on rational thought Is that what youre saying? Well considering the fact that Im a woman and lets be honest you guys dont believe sexism against men can happen even though it does all the time isnt that kind of a sexist things to say? And you wonder why people dont want to call themselves feminists Well I cant imagine why not! Its so fun to be called stupid Yay feminism? You know what I think? You guys are scared Youre scared of all the people out there turning against feminism and so you have to convince yourself that more people want to be feminists than dont Its actually really pathetic,1
yes burmese people will continue killing them If u dont want to see we kill them you can take them back to your country No humanity for bangali god bless pig Allah,1
I love how all the belittling is cool up until it happens to white people Im not going to lie most white people arent bad but too many are closet racists think its funny but in reality YOU are whats wrong with this country the world,1
There is almost no racism as there are almost no blacks Those foorball fans are just stupid idiot copycats who try to imitate cultural referense from the west so blame Hollywood not Putin,1
People are idiots consuming to fill an infallible hole in there life and its not even consumemass day I wonder if Jesus likes people spending his birthday in debt and consuming to much of everything well that is what he was preaching gluttony and consumerism just remember this infinite growth on a finite planet where does that logically leave us in the future I hope ww3 starts soon and someone presses the reset button before we suck earth dry and us left without a home or is it the elites plan to consume this planet then turn mars into a shopping mall and consume that planet too humanity is a Parasite sucking the host dry then moving on,1
I dont feel bad for the guy that was here for 39 years and got caught with drugs I do feel bad for the ones that were just trying to live a better life But come on you come to the US and get into drugs? Nah he deserved to get deported as for the rest Im sorry,0
How fuckin ridiculous Oh lets fuckin dress Guinea pigs in ridiculous fuckin clothes and then fuckin EAT them? What the actual fuckin fuckery is this?? 😳,1
Those 2 Canadians are greedy dirtbags,1
Sadly they will most likely succeed at finishing this pipeline but it doesnt really matter the spiritual world will take sooner or later karma will take its toll on the future generations too come there childrens children will take and accept what there ancestors have created wether it becomes a good thing or bad life and death will go on for the red brown black yellow white etc as ☝️ one,0
Good for him Hope he gets away with it If you have 12 mill of gold in a bucket and you dont have your eye on it You had it coming,0
This is what your government Saudi Arabia has done Your Isis will soon be eliminated Stop your shitty propaganda How about the genocide in Yemen Still on that?,1
Defense from what ??? You sick ass nasty low life!! Your people are cutting burning raping people and they even ate their liver in real life in a video that is sick!,1
Its not wealthy countries outsourcing production its corporations all thanks to our free trade agreements With corporations outsourcing production to countries with little or no environmental controls with little or no health regulations with little or no human rights regulations with little or no labour regulations,0
The poor kid was crying,0
well were fucked buying me some guns now and moing the FUCK out of meriKa,1
i am EU citizen born and breed left my parents house and travelled to another european country more than 15 years ago with no skills or qualifications had to work very hard from the bottom and learnt the language no one helped me gave me any house or food only my hard work why these guys get free everything is not fair most of them are not real refugees too only middle class accommodated lefties support this its outrageous,0
Dont feel sorry for dead cops because theyre only gangmembers after all,1
Muslim goat fuckers not welcome in Europe!,1
For all of you saying come here legally blah blah blah Sometimes thats not a choice for ppl Yall act like yall have never broken the law! Most of yall look like crackheads anyways,1
This AJ channel absolutely sucks A bunch of liberal nut jobs going to the absolute extreme like SELLING A GUN AT A LEMONADE STAND IN THE MIDDLE OF THE STREET Give me a break people,1
Posting stuff like this will never unite our divided country Dude won fair and square Election is over America has chosen Lets see what he can do find out who he really is without all the media bullshit like this video and see just what kind of a President he becomes Crying about it or being a sore loser will only make things worse At the end of the day we all gotta be on the same team ✌🏼️,1
FUCK MUSLIMS!!!!! BACK TO THEIR FUCKIG COUNTRY!!! NWE DONT WONT MUSLIMS IN EUROPE!!!!!,1
I hate Greece anyways their way too dumb to run a country,1
Netanyahu is a sick racist bastard,1
HAAAA A GOOK PIG FIGHTING WITH A APE HOW COOL,0
yes!!! yes!!!! Thak you thank you judge!!!! It just broke my heart cause unfairness makes good people turn bad This is a good man You gotta guard that Well done justice!,0
If he doesnt give back hes not going to be able to step foot off his land Youve got guns for a reason,1
Well you never actually showed him jaywalking AJ so how do I know if thats all he was doing?,0
So let me get this straight the Japanese culture doesnt eat very much fruit so its making great efforts to share its popularity by charging hundreds to thousands of dollars for a piece of fruit??? Hmmmm 🤔,0
I WOULD WHOOP DAT COP ASS LIKE DJANGO RACIST BITCH U! OH NO THESE NOT THE 60S MUTHA FUCKAS,1
Go home shitskins,1
That cop should not do that Just cause he has a badge he thinks he can do anything he wants No he cant And that is y i hate the cops,1
This is why you do not allow US govt to take your own knowledge scientists technology for US government to use it against your own country or to the world It would also mean to me that you do not mess with a tiny nation that can create giant technology This is actually a warning to both islams greedy corrupt elites,1
The major problem? It will take 36 hours and cost 11 MILLION DOLLARS???? Ok wait a second 11 million divided by 36 hours is about 306000 an hour Why not 10 million an hour? or 20 million an hour??? If the Drs and the hospital volunteers their time and facilities this shouldnt cost more than a few hundred thousand dollars TOPS ! I Shit on your medical business,1
I SWEAR I AM GOING TO CUT THEM IN HALF WHILE THEY ARE ALIVE,1
Our main purpose in this life is to help others and if you can not help them at least dont hurt them Because under the sun every men was created equal and we all came from the dust and to the dust we will all return,0
I hate how welfare is in the United States Lazy ass people in the damn ghetto with 500 fucking kids get to sit on their ass all day and get government checks whilst not doing any work That is an extremely disproportionate return Fuck this shit Id rather be socialist since its no work no pay Im not entirely sure if thats what socialism is though so correct me if Im wrong,1
You know what the real secret to Standing Rocks success was? getting veterans to join in the protest The authorities and even the Army Corps of Engineers were happy to try out the nomoreMrNiceGuy approach on civilians but assaulting and treating veteran soldiers like felons wouldve been dangerous,0
needs more dinosaurs,0
Its hard for me to feel sympathy for them when they bypass due process to be in a country illegally and got caught Especially when I personally have to pay money queue up for uscis to process my docs to get my visa to go to the States And they just bypass the system and get to stay there with zero consequences for that many years?? Good job on ICE deporting their ass,0
I like how the president just reads the facts as if its nothing Thanks for highlighting the problem sherlock its not as if we didnt know it was there Wheres the solution? All I hear is mass shootings this and mass killings that how about lets stop entertaining the problem cause its nothing new its been happening for AGES how about we come up with a proper solution All cops that have killed blacks and whites for unjustified reasons should be put on trial and or should not be allowed to be on the police force anymore Simples I dont believe they should be put to death or anything cause it makes us no better but still a punishment for those cops is more than overdue Lets get rid of those scumbags first before proceeding to other actions Cant believe its so hard for a politican or a member of government to deal with it properly,1
Same The first day me and my gf were out playing pokemon go in a public park that was full of other colored people none of the people seemed bothered by us the dumbass police rolled up and harrassed us only us then left Fuckers,1
White man from million dollar resort announces launch of missiles Clinton v Trump was to see who and their cronies would benefit from the current military action If the US arent bombing directly theyre influencing foreign policy to ensure so What a load of frantic old and scared cash junkies Profit over people The cycle continues,1
WHATEVER happened before this video that good for nothing police officers response of Why not? alone is more than enough evidence of his stupidity,1
GO F yourselves such barbaric inhumane brutal action!!!!! The man didnt do anythinggggggg And what a stupid statement by the company I hope united airlines lose like big time VivaHumanity,1
AJ I dont know from which part of your body do you think but answer this what was the kid doing in middle of stone pelting squad? You call Burhan Wani a rebel? He was recruiting terrorists and conspiring and making threats to the country Bombing and firing innocent civilians is something the terrorists do You dont belong to India neither you know what it is happening around here I dare you to assess Balochistan issue if you are so concerned about humanity Dont judge us or the soldiers protecting the territory Fuckin sycophants!! Clearly this page is ran by some dumbwit terrorist sympathisers who think all brains belong to them!,1
Idfc shoot over than 30 cops idc no one in Minnesota cares am i happy? Yes every day somewhere in usa police act like bitch this is a payback day Am i a bad person? Maybe and tbh idc im happy when a cops die specially in usa,1
Stupid media and headlinesstupid readers who despite the obvious manipulations still getting caught in such obvious trapsshes right time will judge,1
Police in America only have enough handeye coordination and body control to shove donuts in their mouths Oh and shoot unarmed suspects in the back as they run away,1
the stereotype is that women cant do this in iran and Saudi Arabia wanna break the stereotype go there,1
WARNING THIS IS AN OPINION This is unnecessarily political its more focused about the regime rather than the actual issue of people dying On the contrary Bashar is protecting his country from this freedom that this guy is on about I totally agreed with the freedom the rebels requested initially however the revolution of Syria was executed in such a wrongful chaotic and demolishing manner that it gave Bashar no other choice but to protect his country I can only do so many things in the position Im in so of course all the Syrians are in my prayers but whos to replace Assad? A high school teacher? A leader of an unknown organisation ISIS? The people need to acknowledge that theres no replacement and if this keeps going it can potentially eliminate Syria completely I believe that once Bashar reestablishes the country and civilises it then and only then should there be elections depending on the parliament and whatnot Changes are inevitably needed to lead a country like Syria again whether its the president or his goals and ambitions towards the country At the end of the day worthless media organisations like AJ Al Jazeera do not care about the situation unless it aids them Denzel Washington said the media operates on the basis of its who gets the story out first not who gets the truth out first,1
This happens all the time now its insane Live and let live has gone These ranting idiots from all walks of life and ethnesticity think it is alright to racialy insult a nother person why do we everyday people put up with it ?,1
Bunch of morons corporate cabinet ties to Russia removing healthcare for people Removing EPA idiot Carson Idiot Devoss republican philosophy caters to billionaire and we elect a billionaire who never worked a day in his life Staten Islanders are suckers!,1
rock on denmark sweden will be in trouble send the bastards back every single one of them no papers no entry no money no entry fuck off scroungers scumbags,1
Very nice ad I would love some love for the atheists too We get such a bad reputation alsobut I have many muslim and Christian friends who are very close to me Many people assume because Im an atheist that I hate all religions which is not true I respect all religions as I would hope they would respect me for my atheism,0
Whats the difference of this compared to a black panther meeting Nation of Islam meeting this is shocking but black panthers and Louis Farrakhan say kills whites thats acceptable I dont condone this I think theyre idiots,1
Just imagine for a moment if this was your child or family member living like this I hate Russia and Syria for what they have done to human beings They must be working for Satan,1
No matter who in charge of usa the foreign policy is out their reach to change they can do few minor changes but basic goals remain same the one who rule just act the way they are allowed,0
Real pizza from italy is the only pizza worth being called pizza,0
Thx qqh,0
Palestinian Lives should matter in Israel not Blacks!,1
I HATE DONALD TRUMP IF HE BECAUMES PRESEDENT THEM MY FRIEND IS GOING TO MOVE!!!!!!!!!!!!!!!!😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭ILL SHOW YOU WHAT IM GOING TO BE SOME DAY👻AND OF HE WINS THIS IS WERE IN GOING TO BE🌋🌌IN A VOLCANO OR SPACE oops sorry I had caplocks in this hole entyer to me sorry,1
You know Im starting to think instead of scientists creating ways to make humans live longer and creating ways humans can be less impactful on the world they should be creating something that would kill every living human on Earth instead Man do we suck!,1
Mark Kirk is a disgusting POS Who would ever vote for a whiny little bitch like Mark Kirk?,1
Hope this doesnt turnout like 2000 When most Americans thought bush wouldnt win So people didnt vote Then 911 wars recessions There were plenty of more qualified republicans,0
At the end of the day if Hillary would have been put in prison like she should have been we would have a respectable candidate running and Im sure trump would not have the support he currently has so really can only be mad at that I cant stand either but I hate the fact that she walks around like she is above the law sorry not sorry,1
How much civilians USA killed in Serbia 1999? DEATH TO USAFUCKING JEW RULED SATANISTS,1
send him back,1
As an AfricanAmerican no matter what we still going to fight until the day we die because no matter what we do those assholes going to try to kill us and we have a black president and still no justice,1
Well doneu r fit to win a medal in the Rio Olympicr best wishes,0
Think about how many times this has happenednot been discovered Just the way he talks down to the guy Fkn racist bastard These bitches look for a reason to kill youI am whitebeen stoppedforgotten my wallet at home all the officer does is run your name its a minor traffic offense for god sakesIts as if the officer wants something to happen so he can shoot him Makes me feel sad how in this country human life means nothingi hope to god they torture and kill that little bitch boy in prison,1
Lol let this cop come to philly we stomp his bitch ass 😂,1
can somebody please slam that asshole across the room,1
All a bunch of fucktards trying to coax people into their agenda,1
Great video !! And for yall hating ass motherfuckers go suck Trumps dick,1
Well i guess we should now focus on this instead of the fact that the country needs to be fixed off drug dealers stupid media,1
Its garbage like this that spreads lies Trump said he want to ban muslime importation TEMPORARILY until a much better and secure vetting process is put in place There has been zero flipflopping on the issue It was the idiot liberal media that made a lie and ran with it Not only that but idiot liberals like AJ that believed the idiot liberal media and now make videos of lies to propogate their liberal asshat agendaAJ fuck you and everyone else that believes the liberal medias lies,1
Sad for the first inhabitants of the Americas! They are treated so unfairly! Hope this AHole gets charged!,1
I would be in jail all it would take was one racist remark towards me or my family Ive paid my taxes just like this old racist Heffa! I hate ppl like this! It boils my blood!!,1
Iran isthe biggest piece of shit in islamic history that country has nothi g to do with religion they have fucked up traditions and hate the prophets best man the sahaba they name their dogs after them those bastards they and saudi are corrupt pieces of shit,1
alkahu akbar motherfuckers!,1
Love you IDF beat those fuckers,1
After all I said it did seem a bit aggressive but still,0
Europe is committing suicide,0
Leave it! Thats how they want to live Enjoy the beach idiots,1
This is so nice and they do not make them feel bad about their self !!thats howGod intended things to be take care of one they take care of you because you never know what is going to happen!!thank you!!,0
Ok so lets account for all to blame! My understanding is Isis has bunkers under the hospitals and are using innocent people as literally human shields! If the world wants to believe we have anymore say about our government then they do think again! If we had say we would not be in debt if we had say a rich man would not be our president ! Please dont say we voted him in here is the deal we are given a few awful choices between a bunch of people RICH enough to run Then they narrow it down to 2 big mouth idiots both filthy rich and we are told to choose! Seriously its like your granny telling you to pick your switch for a whipping! There are so many stupid things going on in the world I personally have no control over! I am a nurse I would be happy to come help these poor babies My blond hair and blue eyes among other things would make me a target and I could help no one Move the woman and children out like the English did let soldiers fight out there war and stop being cowards hiding behind children In addition the bombers all over the world in the in the name of Allah have killed mercilessly innocent people! To me it is using Gods name in vein and will be punished not praised in the after life! My God is merciful and would not want his children killing each other and then squabbling like children on the Internet! Lets admit none of us have the control we deserve over our lives! I doubt your voice counts to your government one bit more then my voice to my government and at some point we give way to just trying to survive and care for our children praise our God and help others in anyway possible! War in general serves no purpose for the poor only rich gain from War I myself as an American am not rich I struggle day by day and pray for those I cant help and help those I can Social media has become a weapon of choice to manipulate people and the truth is no where to be found The heart ache is never faraway!,1
this cops are not people they are animals,1
Killarys propaganda puppets still at work trying to stir the racial pot up! You do have your racist out there and it goes both ways but not every white or black man is not a racist Dont give in to all the media bullshit they feed you or youll just become another sheep for the elite Think for yourself!! Be open minded and stay away from the media 📱🖥📰 Travel go see the world do something with your family theres allot more God gave us on this earth that all this BS going on You only live once enjoy it 🏔⛺️🏞🛣🏝🌅🌌🌠,1
Everything she is wearing was produced shipped and made possible by oil Oil is a great thing for us and has produced the most powerful technological revolution ever 95 percent of people use transportation from oil and all people eat food transported and produced by oil I sure would love lower oil prices so I can better feed my family through increased supply No one cares what the ignorant elite liberal media and dumb famous people think,1
so watching not only provides me another awesome Tarantino movie but sticks to the cops? fuck yeah,1
Aung San Suu Kyi is a fraud The fact that shes complicit to these atrocities and is a Nobel Peace prize recipient is unfathomable What a piece of work that phony biatch is,1
Honestly leftists are always complaining about liberal inaction but I cant figure out how dudes like this and the ones that contribute to the daily stormer havent been shot in the street on the way to the grocery store yet given Americas love of vigilantism,1
This clip is incomplete I heard the question live The first part was directed at Ms May the second was for Trump He did answer most of the question after May responded No matter how you feel about Trump posting incomplete clips feeds the antimedia furor Dont do that please,0
Its like scenes from ww2 when the Jews were in concentrations camps Have we not learned anything? Do billionaires and millionaires need all their wealth to live? If I was a super rich Id feel I had a responsibility to help Ffs humans suck,1
Chicago by far!,0
If these boys can do this without education imagine how humanity could benefit if they could go to college! The really rich people in the world could part with some of their wealth to provide an education for talented young folks born with superior intelligence,0
Mark Priscilla are selfish people for doing this How do they sleep at night? NO CONSCIENCE Liars Deceivers If you cant Live Aloha stay away from Hawaii Kaniela Ing laws need to be in place to limit the acres of land sold to an outsider The amount of land they purchased and stole is obscene Hope the local people keep fighting for what is right kick Mark Priscilla off of YOUR land! Love prayers to all the local people of Kauai 🌞 😎🌺🌴🌊🏄🌴 Stay strong! Aloha,1
Israeli hypocrites no different from hitler and the Nazis,1
I use to work in Saudi Arabia you risk punishment and jail if you are not respect country low such as abaja for western woman to wear or coverage of tattoo for me for example The punishment sometimes consist in whippingin other muslim country as well if a couple go to spend holidays cannot kiss each other in public space! So why we would respect thei rules in their country and they have not in ours? Stop that! If they come in wester country the have to follow our rules otherwose go back as they do with us!,1
It is amazing how the dumbass is getting away with murder clearly having been involved with multiple women harassments as he himself brags about including the hinting about his own daughter and being accused of underage sex with a kid yet William clinton has been impeached out for one act that triggered the media to flare like never before It is all about the media is not it?????!!!!!,1
i hope the bastard gets life,1
I guess people arent sick of cultural marxism yet The one thing governemnt is scared of is United people who dont buy this media crap White privilege BLM hatred of Muslims etc its all cultural marxism While everyones discussing how white people need to be weak how certain lives are supposed to matter moreand how the world is supposed to be scared of Muslimsgovernments gets to take everyones freedoms away,1
White male? Are you kidding me? Ive not worked there myself but I have catered there enough even through the cubicles with the snack cart and not just working events The vast vast majority of people are not white and there appear to be as many men and women Now I cant speak for specific departments but I have yet to see a single area of that company and Ive seen quite a bit that was even slightly dominated by white males,0
What a powerful speech by Enda Kenny I dont think any European leader would address such an audience and this is so aptly timed on St Patricks Day ☘️🇮🇪 When our country went through difficult times his leadership and decisions have put Ireland back on track,0
Muslim refugees be like now I can rape white women and get a free stuff,1
The police force here disgusts me!!! How do they sleep at night??? This is their landwhite people will do anything for a dollar!! Shame on those that arent man and woman enough to stand for whats right despite their orders!!,1
Im glad to see this has very few comments agreeing with the insanity this stupid woman is saying You idiots are trying to make an issue out of a NONissue EVERY TIME literally an unarmed black person is killed by the police its on the news How come you idiots dont care about black on black crime? Doesnt fit the narrative? Got it Fuck you AJ Morons You people CLEARLY hate white people Guess what? Thats STILL racist! Nonwhites can be racist too! This stupid bitch says theres a black genocide What a joke,1
this election cycle is the most bizarre and most divided along both party lines since Ive been alivefrom all the disgruntled bernie supporters i seen last night and the 60 percent anti trump gop votersthis election can go either way,0
Send these motherfuckers back to their homeland,1
I dont see the problem? Its not like deportation is a new thing Its suddenly a problem when Trump cracks down on it? Its not pretty to see a family torn apart but if youve been in America for over 10 years you should have gone through the process Its not like they are treated terribly I dont consider illegal immigrants criminals Theyre just doing what they can to make a better life for their families,0
This is not just a problem for natives its a problem for every one However this is blatant environmental rascim Everyone needs to unite against greedy corporations and stop them from raping the earth,1
Obviously he is going to kick it is human reaction you dumbass bitch He asked politely to get off and then they keep doing it he reacted because he is in pain you fucking asswipes American Police is full of fucking asswipe chicken shit retarded dumb bitch ass fucking cunts Fuck them I am glad Im not in america The soldiers they fight for freedom for the people and the people they fight for get harassed and asshat police might as well just fight for freedom if this what they call fucking freedom,1
Wow the comments of disrespect and ignorance towards this man for being Muslim are heartbreaking and exactly why our country is divided in the first place So much hatred towards anyone whose not a white Christian man Disgusting,0
Fuck Isreal man praise Palestina,1
This beat sound like J dilla or blockhead,0
I hate trump as much as the next guy but you didnt say anything that would help us to know what is the girl to trump that he raped her 4 times and she didnt say anything and I understand we all have reasons but more info about what is she to trump would help to determine if what shes saying is true or not,1
This is why GOD will never give Israel any peace Where Israel isit is a peace of land that the Palestenians gave them because they dont have a homeland This land was all outside Palestenian but what these Jewish people did was they continue to grab the land of this poor people The Palestenian land Theyre homeland They are as Hiltler said theyre MAGOTS This land are all Palestenian territory and look! they have stolen land from this people since 1942 They are all murderers No wonder the world hates them,1
I am so sorry that this is happening especially when there is a cure Greed is overwhelming It is perhaps the deadliest and worst of the seven sins It makes the elite the despicable monsters they are My prayers are with you,1
the producers and financiers of these movies are still going to be white when people and companies have to green light multimillion dollar projects they tend to be way more conservative with their money and unwilling to take risks like casting minorities as leads hiring unproven directorswriters,0
You never cease to entertain me Trump,0
Dont waste tax payers money on detaining cockroachesif theyre in custody deport them immediately,1
I am a Pakistani and sir she is a wonderful actress she did nothing to deserve this our mothers and sisters are more educated then her and they studied in Pakistan and in government institutes The province she belongs to has the highest rate of literacy in Pakistan The speech is good although! But she needs to read such speeches to keep her pockets filled We can have a debate all day on her and you would be confused why her own countrymen dislike her But its better to research on her rather than to be amazed by her wonderful well written speeches,0
loved the ending P had a good laugh thanks AJ,0
use real bullets ratko mladic know the cure,1
Those lame gestures still dont justify the barbarism in Islam that is leading its followers to becoming terrorists and committing these atrocities,1
